Order_ID,Product_Name,Category,Order_Quantity,Weight_kg,Shipping_Cost,Region,Country,City,Shipping_Mode,Warehouse,Carrier,Order_Date,Ship_Date,Expected_Delivery_Date,Actual_Delivery_Date,Penalty_Cost,Extra_Logistics_Cost,Warehouse_Processing_Time,Warehouse_Delay_Flag,Warehouse_Efficiency_Score,Inventory_Availability,Carrier_Rating,Transit_Time,Distance_KM,Route_Type,Shipping_Priority,Order_Priority,Customer_Type,SLA_Commitment_Days,Order_Year,Order_Month,Order_Week,Day_of_Week,Season,Delay_Reason,Risk_Level,Disruption_Flag,Weather_Impact_Flag,Customer_Satisfaction_Score,Return_Flag,Complaint_Flag
ORD110694,Phone,Accessories,6,8.27,66.68,Europe,USA,New York,Sea,WH1,UPS,2/3/2023,2/5/2023,2/9/2023,2/10/2023,2,1.19,3,0,82.79,In Stock,2,5,2265,Domestic,Medium,Medium,Regular,7,2023,2,5,Friday,Peak,Customs,Medium,0,1,2.29,0,0
ORD110695,Camera,Electronics,6,6,48.07,Asia,USA,Berlin,Road,WH3,DHL,5/29/2023,6/2/2023,6/10/2023,6/10/2023,0,16.9,1,0,75.44,In Stock,3,8,942,International,Low,Medium,Premium,9,2023,5,22,Monday,Off-season,Carrier,High,1,0,4.86,0,1
ORD110696,Tablet,Accessories,4,7.29,87.87,North America,USA,Berlin,Road,WH1,UPS,2/9/2023,2/10/2023,2/15/2023,2/14/2023,0,15.71,3,0,85.93,Out of Stock,5,4,347,Domestic,Low,Medium,Regular,7,2023,2,6,Thursday,Peak,Customs,High,0,1,2.44,0,0
ORD110697,Tablet,Electronics,5,9.1,10.45,Asia,USA,Berlin,Sea,WH3,FedEx,12/29/2023,12/31/2023,1/4/2024,1/7/2024,6,17.25,1,0,83.42,Out of Stock,5,7,3408,Domestic,Medium,Medium,Premium,4,2023,12,52,Friday,Off-season,Weather,Low,1,0,1.38,1,0
ORD110698,Camera,Accessories,3,9.94,37.71,Asia,USA,Berlin,Air,WH2,FedEx,6/29/2023,7/1/2023,7/10/2023,7/3/2023,0,17.28,3,0,98.01,In Stock,4,2,4705,International,High,Low,Regular,4,2023,6,26,Thursday,Peak,Warehouse,Medium,1,0,2.72,1,0
ORD110699,Laptop,Accessories,3,0.88,32.23,Asia,USA,Chennai,Sea,WH3,DHL,1/22/2023,1/24/2023,1/31/2023,1/28/2023,0,4.37,1,1,99.14,Out of Stock,4,4,272,Domestic,Low,High,Regular,4,2023,1,3,Sunday,Off-season,Warehouse,Medium,0,0,4.32,1,1
ORD110700,Camera,Electronics,9,2.94,42.81,Europe,India,Chennai,Road,WH1,UPS,4/14/2023,4/17/2023,4/26/2023,4/19/2023,0,1.47,4,1,97.77,In Stock,2,2,3949,International,Low,Medium,Regular,7,2023,4,15,Friday,Peak,Customs,High,1,0,3.37,1,1
ORD110701,Headphones,Electronics,5,9.38,50.59,North America,USA,Chennai,Air,WH3,FedEx,11/30/2023,12/2/2023,12/7/2023,12/13/2023,12,4.52,1,1,73.13,In Stock,5,11,2798,International,Medium,High,Regular,3,2023,11,48,Thursday,Off-season,Customs,Low,1,0,3.74,1,1
ORD110702,Camera,Accessories,1,3.63,95.83,Europe,Germany,Berlin,Sea,WH3,FedEx,8/23/2023,8/24/2023,8/27/2023,8/26/2023,0,15.63,2,1,93.09,Out of Stock,3,2,1397,Domestic,Medium,High,Regular,6,2023,8,34,Wednesday,Peak,Customs,Low,1,0,2.88,0,0
ORD110703,Laptop,Electronics,9,1.51,92.83,Europe,India,Berlin,Road,WH2,UPS,12/16/2023,12/18/2023,12/25/2023,12/26/2023,2,15.26,1,0,78.51,Out of Stock,1,8,3187,Domestic,Low,Medium,Regular,9,2023,12,50,Saturday,Peak,Weather,High,1,1,2.53,0,1
ORD110704,Camera,Electronics,6,3.48,63.07,Europe,USA,Berlin,Road,WH3,FedEx,4/18/2023,4/19/2023,4/22/2023,4/27/2023,10,6.95,3,0,93.59,In Stock,5,8,3750,International,Low,Medium,Regular,5,2023,4,16,Tuesday,Off-season,Carrier,Low,1,1,3.61,0,0
ORD110705,Tablet,Electronics,9,5.43,6.89,Europe,Germany,Chennai,Air,WH2,FedEx,6/16/2023,6/17/2023,6/23/2023,6/27/2023,8,5.36,1,1,87.22,In Stock,4,10,225,International,Medium,High,Regular,9,2023,6,24,Friday,Off-season,Carrier,Low,0,1,3.05,0,1
ORD110706,Phone,Electronics,7,4.17,57.79,North America,India,Chennai,Sea,WH1,FedEx,9/16/2023,9/19/2023,9/28/2023,9/26/2023,0,9.59,3,1,73.95,In Stock,5,7,728,International,Medium,Medium,Premium,6,2023,9,37,Saturday,Off-season,Weather,Low,0,1,4.98,1,1
ORD110707,Tablet,Electronics,7,7.99,11.51,Asia,Germany,Chennai,Air,WH2,DHL,4/21/2023,4/25/2023,4/30/2023,4/29/2023,0,15.13,1,0,93.92,Out of Stock,5,4,4373,Domestic,Medium,High,Regular,3,2023,4,16,Friday,Peak,Weather,Medium,1,1,1.43,0,0
ORD110708,Phone,Electronics,5,6.3,39.17,Europe,USA,Chennai,Air,WH3,DHL,11/1/2023,11/2/2023,11/8/2023,11/10/2023,4,8.16,4,1,85.41,Out of Stock,5,8,4311,Domestic,High,Low,Premium,5,2023,11,44,Wednesday,Off-season,Customs,Low,1,1,3.16,0,1
ORD110709,Camera,Accessories,7,4.63,33.93,North America,Germany,Chennai,Sea,WH3,UPS,11/25/2023,11/29/2023,12/6/2023,12/5/2023,0,8.6,1,0,81.1,In Stock,4,6,3712,International,Low,Medium,Premium,7,2023,11,47,Saturday,Off-season,Warehouse,Medium,1,1,1.93,0,1
ORD110710,Headphones,Accessories,4,9.97,66.57,Europe,India,New York,Road,WH2,UPS,8/23/2023,8/25/2023,9/3/2023,8/27/2023,0,4.39,4,0,75.49,Out of Stock,4,2,407,Domestic,Low,Medium,Regular,5,2023,8,34,Wednesday,Peak,Carrier,Medium,0,0,4.65,0,1
ORD110711,Camera,Electronics,6,8.92,6.7,Asia,Germany,Chennai,Sea,WH1,DHL,2/3/2023,2/4/2023,2/8/2023,2/12/2023,8,14.19,1,1,76.63,In Stock,1,8,1528,Domestic,Low,Medium,Premium,7,2023,2,5,Friday,Peak,Weather,Low,1,1,4.95,1,0
ORD110712,Laptop,Accessories,2,8.69,79.93,Europe,Germany,Chennai,Road,WH1,UPS,12/12/2023,12/13/2023,12/19/2023,12/19/2023,0,5.97,1,0,89.45,Out of Stock,5,6,3652,International,High,High,Premium,9,2023,12,50,Tuesday,Off-season,Carrier,High,1,1,1.02,1,1
ORD110713,Camera,Electronics,3,5.89,83.51,North America,USA,New York,Road,WH3,FedEx,8/4/2023,8/5/2023,8/9/2023,8/7/2023,0,5.08,1,0,93.24,In Stock,1,2,392,International,Medium,Low,Premium,5,2023,8,31,Friday,Off-season,Customs,High,0,1,4.24,0,1
ORD110714,Phone,Accessories,2,7.91,8.07,Asia,Germany,Chennai,Air,WH2,FedEx,1/22/2023,1/26/2023,1/31/2023,1/28/2023,0,11.78,1,1,84.58,Out of Stock,1,2,673,International,Low,Medium,Premium,6,2023,1,3,Sunday,Peak,Customs,High,0,1,3.88,0,0
ORD110715,Tablet,Electronics,2,3.69,12.77,Asia,India,Berlin,Air,WH3,FedEx,6/4/2023,6/5/2023,6/9/2023,6/13/2023,8,7.33,2,1,73.02,In Stock,3,8,1833,International,Medium,High,Premium,6,2023,6,22,Sunday,Peak,Warehouse,Medium,0,0,4.61,1,1
ORD110716,Headphones,Electronics,7,3.63,92.46,Asia,India,Chennai,Air,WH3,FedEx,10/20/2023,10/22/2023,10/25/2023,10/27/2023,4,9.51,1,1,96.81,In Stock,3,5,725,Domestic,High,Low,Regular,8,2023,10,42,Friday,Off-season,Customs,High,0,1,4.37,0,0
ORD110717,Camera,Electronics,5,8.97,63.52,North America,USA,New York,Road,WH3,UPS,2/8/2023,2/11/2023,2/15/2023,2/22/2023,14,11.65,4,0,85.22,In Stock,5,11,4211,Domestic,High,Medium,Regular,7,2023,2,6,Wednesday,Peak,Weather,Low,0,0,4.92,1,1
ORD110718,Camera,Accessories,6,6.17,96.23,Europe,USA,Chennai,Sea,WH2,DHL,6/25/2023,6/29/2023,7/5/2023,7/7/2023,4,4.89,2,0,70.83,Out of Stock,5,8,1089,Domestic,Low,Low,Premium,9,2023,6,25,Sunday,Peak,Carrier,High,1,1,1.17,0,0
ORD110719,Tablet,Electronics,3,3.76,48.47,Europe,Germany,Chennai,Air,WH3,FedEx,11/7/2023,11/10/2023,11/15/2023,11/17/2023,4,17.93,4,0,75.91,Out of Stock,5,7,2939,Domestic,High,Medium,Premium,3,2023,11,45,Tuesday,Peak,Customs,Low,0,1,4.15,0,1
ORD110720,Headphones,Electronics,5,8.53,23.11,North America,India,New York,Road,WH1,UPS,8/19/2023,8/20/2023,8/25/2023,8/23/2023,0,2.64,3,1,82.59,In Stock,5,3,3952,International,Medium,Medium,Premium,7,2023,8,33,Saturday,Off-season,Weather,Low,0,0,2.72,1,1
ORD110721,Camera,Accessories,5,4.7,40.17,North America,USA,Berlin,Sea,WH1,FedEx,10/25/2023,10/29/2023,11/3/2023,11/8/2023,10,18.99,3,0,94.57,In Stock,1,10,3370,Domestic,High,Medium,Regular,8,2023,10,43,Wednesday,Off-season,Warehouse,High,1,1,1.18,0,1
ORD110722,Camera,Accessories,4,4.3,93.25,Asia,India,Chennai,Sea,WH1,DHL,5/6/2023,5/9/2023,5/16/2023,5/19/2023,6,2.56,3,1,88.67,In Stock,1,10,2530,Domestic,Medium,Medium,Premium,6,2023,5,18,Saturday,Off-season,Warehouse,Medium,1,0,4.08,1,1
ORD110723,Phone,Electronics,4,0.75,15.95,Europe,Germany,Berlin,Sea,WH2,UPS,12/13/2023,12/17/2023,12/23/2023,12/26/2023,6,19.06,3,1,71.74,In Stock,3,9,4103,International,Medium,High,Premium,9,2023,12,50,Wednesday,Peak,Customs,Medium,0,0,1.52,1,0
ORD110724,Phone,Accessories,8,6.95,89.76,Europe,USA,Chennai,Road,WH1,UPS,11/29/2023,12/1/2023,12/7/2023,12/10/2023,6,13.59,3,0,90.67,Out of Stock,4,9,4136,International,Low,Low,Premium,5,2023,11,48,Wednesday,Peak,Carrier,High,0,0,1.56,0,1
ORD110725,Laptop,Accessories,6,5.56,55.33,Europe,India,Berlin,Air,WH2,UPS,9/14/2023,9/17/2023,9/23/2023,9/22/2023,0,15.52,1,0,76.1,In Stock,4,5,4028,International,Low,Medium,Premium,4,2023,9,37,Thursday,Peak,Weather,Medium,0,0,1.87,1,0
ORD110726,Tablet,Electronics,2,3.46,11.66,Europe,India,New York,Sea,WH1,FedEx,11/22/2023,11/26/2023,12/1/2023,11/28/2023,0,6.17,2,0,82.15,Out of Stock,5,2,4057,International,Medium,High,Premium,6,2023,11,47,Wednesday,Off-season,Carrier,High,0,0,2.4,0,1
ORD110727,Headphones,Electronics,2,1.82,42.98,North America,India,Berlin,Air,WH1,FedEx,4/12/2023,4/16/2023,4/21/2023,4/27/2023,12,13.14,4,1,71.42,In Stock,2,11,966,Domestic,High,Low,Premium,7,2023,4,15,Wednesday,Peak,Customs,Medium,1,1,4,0,0
ORD110728,Camera,Electronics,2,2.23,28.11,North America,Germany,Chennai,Sea,WH1,DHL,5/19/2023,5/23/2023,5/30/2023,5/26/2023,0,1.98,1,0,99.74,In Stock,4,3,660,Domestic,Medium,Medium,Regular,3,2023,5,20,Friday,Peak,Warehouse,Medium,1,1,2.52,1,1
ORD110729,Camera,Electronics,6,2.64,59.65,Asia,India,Berlin,Sea,WH3,UPS,3/9/2023,3/10/2023,3/19/2023,3/13/2023,0,11.7,3,0,90.98,In Stock,5,3,4392,Domestic,Low,Low,Regular,9,2023,3,10,Thursday,Off-season,Carrier,High,1,1,2,1,1
ORD110730,Laptop,Accessories,1,8.72,19.48,Asia,USA,Berlin,Road,WH2,DHL,7/6/2023,7/10/2023,7/14/2023,7/19/2023,10,11.12,3,1,79.5,Out of Stock,4,9,1239,Domestic,Medium,High,Regular,6,2023,7,27,Thursday,Peak,Warehouse,Low,1,0,3.18,1,0
ORD110731,Camera,Electronics,3,5.07,94.42,North America,Germany,New York,Road,WH3,DHL,3/4/2023,3/7/2023,3/10/2023,3/14/2023,8,2.07,4,1,80,In Stock,4,7,2462,Domestic,High,Low,Regular,5,2023,3,9,Saturday,Peak,Carrier,High,0,1,3.24,0,1
ORD110732,Tablet,Electronics,1,7.11,25.07,Europe,Germany,New York,Air,WH3,FedEx,2/18/2023,2/21/2023,2/24/2023,2/23/2023,0,16.81,2,1,94.67,In Stock,1,2,764,Domestic,High,High,Regular,6,2023,2,7,Saturday,Peak,Carrier,Low,0,0,2.92,0,0
ORD110733,Laptop,Electronics,4,4.88,65.13,Asia,USA,Chennai,Sea,WH2,UPS,11/15/2023,11/16/2023,11/20/2023,11/23/2023,6,11.97,2,1,87.25,In Stock,5,7,2537,International,Medium,High,Regular,6,2023,11,46,Wednesday,Peak,Customs,Medium,0,1,2.55,1,0
ORD110734,Tablet,Accessories,1,5,83.97,North America,USA,Berlin,Sea,WH3,DHL,6/19/2023,6/20/2023,6/25/2023,6/22/2023,0,5.83,1,0,89,In Stock,1,2,3381,International,Medium,Low,Premium,7,2023,6,25,Monday,Peak,Warehouse,Medium,0,0,1.36,0,1
ORD110735,Laptop,Electronics,9,8.31,61.61,Europe,Germany,Berlin,Road,WH3,FedEx,11/19/2023,11/21/2023,11/25/2023,11/28/2023,6,2.18,1,0,82.85,Out of Stock,4,7,1435,International,Low,High,Premium,9,2023,11,46,Sunday,Peak,Warehouse,Low,1,0,4.46,1,1
ORD110736,Camera,Electronics,6,7.83,67.28,North America,India,Berlin,Sea,WH1,FedEx,9/6/2023,9/7/2023,9/16/2023,9/10/2023,0,4.01,2,0,89.94,In Stock,2,3,1817,Domestic,Medium,High,Premium,9,2023,9,36,Wednesday,Peak,Carrier,Low,0,1,4.04,1,1
ORD110737,Laptop,Electronics,8,2.71,43.89,North America,Germany,Berlin,Road,WH2,FedEx,2/13/2023,2/16/2023,2/25/2023,2/27/2023,4,6.63,1,1,97.15,In Stock,2,11,1663,International,High,Medium,Premium,4,2023,2,7,Monday,Off-season,Weather,High,1,0,4.48,0,0
ORD110738,Phone,Accessories,2,6.44,14.67,Asia,USA,Chennai,Road,WH1,FedEx,10/24/2023,10/26/2023,10/30/2023,11/4/2023,10,18.02,3,1,98.59,Out of Stock,2,9,3515,Domestic,Low,Low,Regular,3,2023,10,43,Tuesday,Off-season,Carrier,High,0,1,1.63,1,0
ORD110739,Headphones,Electronics,6,6.96,17.48,North America,Germany,Berlin,Air,WH2,UPS,10/18/2023,10/22/2023,10/29/2023,11/1/2023,6,6.67,1,1,73.33,Out of Stock,1,10,1364,International,High,High,Regular,6,2023,10,42,Wednesday,Off-season,Warehouse,High,1,1,1.21,1,1
ORD110740,Camera,Electronics,4,4.35,71.71,North America,USA,Berlin,Road,WH3,DHL,1/19/2023,1/20/2023,1/27/2023,1/27/2023,0,4.94,1,0,71.5,In Stock,5,7,1090,Domestic,Medium,High,Premium,9,2023,1,3,Thursday,Off-season,Carrier,Medium,0,1,1.76,1,1
ORD110741,Headphones,Electronics,7,1.15,80.74,Asia,Germany,New York,Sea,WH2,FedEx,12/20/2023,12/24/2023,1/1/2024,12/29/2023,0,17.42,1,1,84.06,In Stock,2,5,3149,International,High,Low,Regular,5,2023,12,51,Wednesday,Off-season,Carrier,High,0,1,4.26,0,1
ORD110742,Camera,Electronics,8,4.03,85.02,North America,USA,New York,Road,WH2,DHL,2/14/2023,2/16/2023,2/21/2023,2/27/2023,12,2.23,2,0,86.27,In Stock,4,11,4837,International,Low,Medium,Premium,8,2023,2,7,Tuesday,Off-season,Weather,Low,0,0,2.65,1,0
ORD110743,Headphones,Accessories,6,3.9,39.46,Asia,Germany,Berlin,Air,WH3,UPS,12/19/2023,12/23/2023,12/29/2023,1/1/2024,6,11.45,4,1,97.34,Out of Stock,5,9,3286,International,Medium,Low,Regular,6,2023,12,51,Tuesday,Peak,Carrier,Medium,1,0,3.9,0,0
ORD110744,Phone,Accessories,1,7.06,97.04,North America,India,Berlin,Sea,WH3,FedEx,5/9/2023,5/12/2023,5/17/2023,5/17/2023,0,6.95,4,0,76.75,In Stock,5,5,415,International,Medium,Low,Premium,4,2023,5,19,Tuesday,Off-season,Warehouse,Medium,1,1,2.46,1,0
ORD110745,Headphones,Electronics,8,8.19,65.95,North America,USA,New York,Air,WH1,UPS,11/16/2023,11/20/2023,11/27/2023,11/27/2023,0,2.27,1,0,80.86,In Stock,5,7,4394,Domestic,Medium,Medium,Regular,9,2023,11,46,Thursday,Off-season,Carrier,High,0,0,3.15,0,0
ORD110746,Laptop,Accessories,1,4.26,19.59,Europe,USA,New York,Air,WH1,FedEx,3/5/2023,3/7/2023,3/14/2023,3/14/2023,0,19.45,2,1,85.6,Out of Stock,4,7,4301,International,Medium,High,Premium,9,2023,3,9,Sunday,Peak,Warehouse,Medium,1,0,4.58,1,1
ORD110747,Headphones,Accessories,9,6.63,11.4,Asia,India,New York,Road,WH3,DHL,6/7/2023,6/9/2023,6/14/2023,6/13/2023,0,5.97,1,0,85.91,In Stock,4,4,638,Domestic,Low,Low,Regular,7,2023,6,23,Wednesday,Off-season,Customs,High,1,1,1.85,1,0
ORD110748,Camera,Electronics,2,6.61,56.77,Europe,India,New York,Air,WH1,FedEx,10/30/2023,10/31/2023,11/4/2023,11/9/2023,10,10,4,1,70.39,In Stock,1,9,3409,International,High,Low,Premium,9,2023,10,44,Monday,Peak,Weather,Low,1,0,1.85,0,1
ORD110749,Tablet,Electronics,6,6.66,75.4,Europe,India,New York,Sea,WH2,FedEx,10/9/2023,10/12/2023,10/19/2023,10/16/2023,0,8.02,2,1,86.96,In Stock,1,4,3187,Domestic,High,High,Premium,4,2023,10,41,Monday,Peak,Weather,Low,0,0,4.92,0,1
ORD110750,Headphones,Accessories,8,5.77,6.72,Europe,India,Berlin,Road,WH1,UPS,10/31/2023,11/4/2023,11/7/2023,11/15/2023,16,7.06,3,1,90.7,In Stock,5,11,3182,Domestic,Medium,High,Regular,8,2023,10,44,Tuesday,Off-season,Warehouse,Medium,0,0,2.09,1,0
ORD110751,Headphones,Electronics,5,6.48,7.14,Europe,India,Chennai,Sea,WH3,UPS,7/22/2023,7/25/2023,7/31/2023,8/2/2023,4,5,3,0,84.52,In Stock,4,8,4510,International,Low,Low,Premium,5,2023,7,29,Saturday,Off-season,Carrier,Medium,0,0,2.22,1,0
ORD110752,Headphones,Electronics,2,8.74,59.94,Asia,India,Chennai,Sea,WH3,FedEx,1/12/2023,1/15/2023,1/21/2023,1/19/2023,0,18.13,2,1,75.1,Out of Stock,1,4,1230,International,Medium,High,Regular,5,2023,1,2,Thursday,Off-season,Warehouse,Low,1,1,2.04,1,1
ORD110753,Camera,Electronics,5,9.26,99.04,North America,Germany,Chennai,Road,WH1,FedEx,1/1/2023,1/3/2023,1/12/2023,1/9/2023,0,19.6,2,1,85.48,In Stock,3,6,1653,International,Low,Low,Regular,5,2023,1,52,Sunday,Peak,Weather,High,1,1,3.46,0,1
ORD110754,Headphones,Electronics,1,1.37,75.07,Europe,Germany,New York,Air,WH3,DHL,4/30/2023,5/1/2023,5/4/2023,5/4/2023,0,12.71,2,0,81.99,Out of Stock,1,3,435,Domestic,Low,High,Regular,6,2023,4,17,Sunday,Peak,Warehouse,Low,0,1,2.91,0,0
ORD110755,Camera,Accessories,8,0.61,19.4,Asia,Germany,New York,Road,WH2,FedEx,7/20/2023,7/23/2023,7/30/2023,7/27/2023,0,17.92,3,1,78.47,Out of Stock,5,4,1309,Domestic,High,Medium,Premium,8,2023,7,29,Thursday,Off-season,Warehouse,Medium,1,1,1.09,0,1
ORD110756,Camera,Electronics,8,5.43,13.28,North America,USA,Berlin,Air,WH1,DHL,4/4/2023,4/5/2023,4/14/2023,4/9/2023,0,9.22,3,0,72.12,In Stock,5,4,2552,International,Medium,Medium,Premium,8,2023,4,14,Tuesday,Off-season,Warehouse,Medium,1,1,4.88,0,0
ORD110757,Tablet,Accessories,2,4.42,82.36,North America,USA,Chennai,Air,WH2,UPS,5/21/2023,5/23/2023,5/26/2023,6/1/2023,12,1.73,1,1,91.85,Out of Stock,2,9,2763,International,Low,Low,Regular,8,2023,5,20,Sunday,Peak,Carrier,Low,1,1,3.42,1,0
ORD110758,Laptop,Electronics,6,4.79,81.93,Europe,India,Chennai,Air,WH3,DHL,4/4/2023,4/7/2023,4/15/2023,4/17/2023,4,10.42,3,1,79.08,In Stock,2,10,794,Domestic,Medium,Low,Regular,5,2023,4,14,Tuesday,Peak,Warehouse,Low,0,1,2.89,1,0
ORD110759,Camera,Electronics,8,4.86,48.4,Asia,USA,Berlin,Air,WH1,DHL,4/3/2023,4/6/2023,4/13/2023,4/14/2023,2,5.23,3,0,86.31,Out of Stock,1,8,3038,International,Low,Low,Premium,9,2023,4,14,Monday,Peak,Weather,Medium,1,0,4.89,0,0
ORD110760,Phone,Accessories,8,9,8.4,Europe,Germany,Berlin,Sea,WH1,UPS,3/19/2023,3/20/2023,3/25/2023,3/28/2023,6,18.26,2,0,88.05,Out of Stock,5,8,4398,International,High,Medium,Regular,6,2023,3,11,Sunday,Off-season,Carrier,Medium,1,0,4.2,0,1
ORD110761,Headphones,Accessories,7,6.55,77.79,North America,Germany,Chennai,Road,WH1,FedEx,8/24/2023,8/25/2023,8/31/2023,9/4/2023,8,16.68,2,0,77.48,Out of Stock,5,10,4479,Domestic,Low,Low,Premium,5,2023,8,34,Thursday,Off-season,Customs,Medium,1,0,4.46,1,0
ORD110762,Phone,Accessories,3,4.7,44.14,North America,USA,New York,Air,WH3,FedEx,9/9/2023,9/12/2023,9/15/2023,9/16/2023,2,2.74,2,0,81.7,In Stock,1,4,4340,International,High,Medium,Regular,3,2023,9,36,Saturday,Peak,Weather,Low,0,1,3.66,0,1
ORD110763,Headphones,Accessories,4,4.82,82.56,Asia,Germany,New York,Road,WH2,UPS,2/5/2023,2/6/2023,2/11/2023,2/15/2023,8,5.62,2,1,87.24,Out of Stock,3,9,4951,Domestic,High,High,Premium,9,2023,2,5,Sunday,Peak,Customs,Medium,1,1,4.27,1,0
ORD110764,Tablet,Electronics,1,8.52,18.69,North America,Germany,Chennai,Sea,WH2,FedEx,11/18/2023,11/19/2023,11/26/2023,11/30/2023,8,18.01,3,0,71.83,In Stock,1,11,4640,International,Low,High,Premium,3,2023,11,46,Saturday,Peak,Customs,High,1,0,1.11,1,1
ORD110765,Camera,Electronics,9,2.56,49.01,North America,USA,Chennai,Road,WH1,UPS,1/29/2023,2/1/2023,2/10/2023,2/5/2023,0,9.98,1,1,98.6,Out of Stock,2,4,1139,International,Low,Low,Regular,4,2023,1,4,Sunday,Off-season,Carrier,Low,0,0,4.53,1,0
ORD110766,Laptop,Accessories,2,0.64,55.01,Asia,Germany,Berlin,Sea,WH1,DHL,12/27/2023,12/28/2023,1/5/2024,1/2/2024,0,19.25,3,1,93.44,Out of Stock,3,5,4796,Domestic,Medium,High,Regular,4,2023,12,52,Wednesday,Peak,Weather,Low,0,1,1.29,0,1
ORD110767,Camera,Electronics,7,5.04,40.11,Europe,Germany,Berlin,Air,WH2,UPS,8/10/2023,8/14/2023,8/19/2023,8/24/2023,10,1.07,3,1,76.08,In Stock,1,10,1959,International,High,Medium,Regular,9,2023,8,32,Thursday,Off-season,Carrier,High,1,0,3.63,1,1
ORD110768,Headphones,Electronics,8,9.62,99.04,Asia,USA,New York,Sea,WH2,DHL,7/2/2023,7/3/2023,7/9/2023,7/5/2023,0,18.2,2,1,73.26,In Stock,1,2,4762,Domestic,Medium,High,Regular,4,2023,7,26,Sunday,Peak,Customs,High,0,1,4.55,0,1
ORD110769,Laptop,Electronics,4,8.24,77.47,Asia,USA,New York,Air,WH1,FedEx,6/25/2023,6/27/2023,7/3/2023,7/2/2023,0,9.89,1,1,76.63,In Stock,5,5,168,Domestic,Low,High,Regular,5,2023,6,25,Sunday,Off-season,Weather,High,0,1,2.52,0,1
ORD110770,Camera,Accessories,1,4.38,83.86,Europe,USA,Berlin,Air,WH3,UPS,4/19/2023,4/22/2023,5/1/2023,5/3/2023,4,6.16,4,0,93.07,In Stock,3,11,2420,Domestic,High,Low,Premium,9,2023,4,16,Wednesday,Peak,Warehouse,Medium,1,0,2.47,1,0
ORD110771,Laptop,Accessories,5,2.16,27.9,North America,India,Berlin,Road,WH1,DHL,12/1/2023,12/2/2023,12/6/2023,12/9/2023,6,13.69,4,0,72.62,In Stock,1,7,1098,Domestic,Medium,Low,Premium,7,2023,12,48,Friday,Peak,Warehouse,High,0,1,3.11,1,1
ORD110772,Headphones,Accessories,6,5.92,41.54,Asia,Germany,Berlin,Road,WH1,UPS,5/15/2023,5/16/2023,5/20/2023,5/20/2023,0,17.08,3,0,79.42,In Stock,4,4,2358,Domestic,Medium,High,Regular,4,2023,5,20,Monday,Off-season,Carrier,Low,0,1,1.33,1,0
ORD110773,Tablet,Accessories,7,8.86,15.52,Europe,Germany,Berlin,Road,WH2,FedEx,4/8/2023,4/11/2023,4/14/2023,4/14/2023,0,1.72,2,0,96.37,In Stock,3,3,1884,International,High,High,Premium,7,2023,4,14,Saturday,Peak,Carrier,Medium,0,0,3.01,1,1
ORD110774,Tablet,Accessories,1,7.31,99.84,Asia,Germany,Chennai,Sea,WH3,DHL,10/5/2023,10/6/2023,10/12/2023,10/14/2023,4,12.91,3,1,90.28,In Stock,1,8,4497,Domestic,High,Medium,Regular,6,2023,10,40,Thursday,Off-season,Carrier,Low,1,0,2.14,0,0
ORD110775,Camera,Accessories,4,5.63,29.47,Asia,USA,Berlin,Sea,WH1,DHL,6/17/2023,6/19/2023,6/26/2023,6/29/2023,6,17.63,2,0,97.36,In Stock,4,10,2650,Domestic,High,Low,Regular,6,2023,6,24,Saturday,Off-season,Carrier,Low,0,0,2.45,1,1
ORD110776,Phone,Accessories,5,7.48,14.56,Europe,Germany,Berlin,Sea,WH3,FedEx,7/26/2023,7/27/2023,8/2/2023,8/4/2023,4,7.2,3,0,99.26,Out of Stock,2,8,2308,Domestic,Low,Low,Regular,3,2023,7,30,Wednesday,Off-season,Carrier,High,0,0,2.93,0,1
ORD110777,Headphones,Electronics,5,9.66,24.5,Europe,India,Berlin,Air,WH1,UPS,11/30/2023,12/2/2023,12/10/2023,12/10/2023,0,1.99,3,0,75.08,Out of Stock,4,8,3094,International,Medium,Low,Premium,6,2023,11,48,Thursday,Off-season,Carrier,Medium,1,0,3.37,0,0
ORD110778,Camera,Electronics,7,5.75,59.3,North America,Germany,Chennai,Air,WH2,DHL,12/5/2023,12/7/2023,12/12/2023,12/14/2023,4,14.22,2,0,94.45,In Stock,5,7,3663,Domestic,Medium,Low,Regular,8,2023,12,49,Tuesday,Off-season,Weather,High,1,1,3.65,1,1
ORD110779,Camera,Accessories,4,5.78,36.89,Europe,Germany,Berlin,Sea,WH3,UPS,4/12/2023,4/14/2023,4/23/2023,4/17/2023,0,16.03,4,1,94.02,In Stock,5,3,2122,Domestic,High,Medium,Regular,5,2023,4,15,Wednesday,Peak,Customs,Medium,0,1,2.86,0,0
ORD110780,Tablet,Electronics,7,5.05,20.58,Europe,Germany,New York,Air,WH2,DHL,6/6/2023,6/9/2023,6/18/2023,6/19/2023,2,8.37,3,1,71.44,In Stock,4,10,3162,International,Low,High,Regular,9,2023,6,23,Tuesday,Peak,Warehouse,High,1,1,3.1,0,0
ORD110781,Laptop,Electronics,8,5.88,49.49,Europe,USA,Berlin,Sea,WH1,DHL,9/6/2023,9/8/2023,9/14/2023,9/18/2023,8,5.68,2,1,78.75,In Stock,2,10,632,International,Low,Low,Premium,4,2023,9,36,Wednesday,Off-season,Warehouse,High,0,1,4.69,0,1
